screen_name,description,latest_followers_count,office,party,tweet_created_at,tweet_text,favorites_count,retweet_count
RepWebster,A family man and small-business owner who is dedicated to serving the citizens of Central Florida with honor and integrity.,13104,congressperson,republican,2017-01-20T13:30:41Z,RT @HouseGOP: Today is the day! @realdonaldtrump will be sworn in at noon. Don't miss the #Inauguration https://t.co/n24Xye0uEP,0,78
BettyMcCollum04,Proudly representing Minnesota's Fourth District in the United States House of Representatives.,14102,congressperson,democrat,2017-01-20T17:33:40Z,President Trump's #Inauguration address was a dark &amp; frightening vision of an America divided at home and isolated in the world.,191,108
SenWarren,Official twitter account of Senator Elizabeth Warren of Massachusetts.,2196240,senator,democrat,2017-01-20T23:26:15Z,"That's 40,000 families who just lost their chance to buy a home thanks to brand-new @POTUS @realDonaldTrump.",12605,8696
clairecmc,NA,177836,senator,democrat,2017-01-20T20:19:29Z,Is this draining the swamp? https://t.co/0x7CusYrKT,331,146
RepGosar,Rep. for Arizona's 4th Congressional District. Chairman of @westerncaucus & Subcommittee on Energy & Minerals @NatResources. Dentist impersonating a politician.,22902,congressperson,republican,2017-01-20T15:34:06Z,RT @SpeakerRyan: One hour to go. #InaugurationDay https://t.co/NDzoct2r9m,0,302
GovernorBentley,Governor of Alabama. Won't accept a paycheck until AL reaches Full Employment. Physician. Dad. Papa. Great people make Alabama a #GreatState Tweets by Gov- GRB,42244,govenor,republican,2017-01-20T20:44:37Z,"""President Trump's speech was optimistic, uplifting and directly addressed the people."" Read my full statement here: https://t.co/59Xdexs5dW",7,2
RepLoudermilk,"Rep. Barry Loudermilk represents Georgia's 11th Congressional District, which includes all of Bartow and Cherokee counties and portions of Cobb and Fulton.",5835,congressperson,republican,2017-01-20T14:57:40Z,"In 2 hours, we start to #MAGA! #Inauguration #Trump",3,0
SenToomey,Official Twitter account for Pat Toomey. Husband. Father. U.S. Senator for Pennsylvania.,68041,senator,republican,2017-01-20T18:27:00Z,Read here: my reaction to @POTUS @RealDonaldTrump's #Inauguration https://t.co/z7qeqqQUAh https://t.co/wQe7heXRg3,42,10
RepDWStweets,U.S. Congresswoman proudly representing the people of Florida's 23rd District in our nation's capital.,9496,congressperson,democrat,2017-01-20T16:09:11Z,RT @POTUS: It's been the honor of my life to serve you. You made me a better leader and a better man.,0,644377
RepJoeKennedy,"Official Twitter account of Congressman Joe Kennedy III, representing Massachusetts' 4th Congressional District.",75634,congressperson,democrat,2017-01-20T18:38:01Z,"@POTUS44 @FLOTUS44 @VP44 leave enormous shoes to fill. Grateful for their service, sacrifice and grace. #ThanksObama",116,30
RepGwenMoore,"Proudly representing Wisconsin’s 4th Congressional District; mother, grandmother; loves poetry, reading, knitting and crocheting.",20365,congressperson,democrat,2017-01-20T00:20:32Z,My doors are always open to @PPFA @AllAboveAll @NARAL &amp; all orgs who join @HouseDemocrats in supporting... https://t.co/xpW3342SkP,254,88
NormaJTorres,U.S. Representative for California's 35th District,6967,congressperson,democrat,2017-01-20T18:45:55Z,Today marks the start of a new chapter in our history. Read my statement on the #TrumpInauguration... https://t.co/hhNm0zX6z2,10,11
SenGaryPeters,U.S. Senator proudly representing the state of Michigan.,26904,senator,democrat,2017-01-20T00:15:21Z,Willow Run built B-24 bombers that won WWII and now the site is solidifying Michigan's leading role in advanced veh... https://t.co/cQNiWJLXJ2,31,10
SenPatRoberts,United States Senator from Kansas,36214,senator,republican,2017-01-20T18:30:02Z,Congratulations President Trump and Vice President Pence! https://t.co/ST8ikyWzCz,15,3
RepEsty,"Mom, community advocate, and U.S. Representative for Connecticut's 5th Congressional District. This is the official account for my Congressional office.",15020,congressperson,democrat,2017-01-20T20:20:43Z,1/ @realDonaldTrump was officially sworn in as our nation's 45th President. I wanted to share some thoughts on the road ahead. #Inauguration,7,0
nikiinthehouse,"Proudly representing the families of the Massachusetts 3rd District.

More info at: http://t.co/mp6QlRchln",16135,congressperson,democrat,2017-01-20T15:32:45Z,RT @POTUS: It's been the honor of my life to serve you. You made me a better leader and a better man.,0,643253
FrankPallone,"The official Twitter account of Congressman Frank Pallone, Jr. (D), of New Jersey's 6th district, Ranking Member of @EnergyCommerce Committee.",21811,congressperson,democrat,2017-01-20T15:48:56Z,President Obama signed the #TSCA Modernization Act which protects us from toxic chemicals #ThanksObama https://t.co/XUfi0Ym9I2,12,4
GreggHarper,Devoted husband. Loving father. Principled conservative.,19039,congressperson,republican,2017-01-20T16:31:22Z,Great seeing Governor Bryant on the platform at the Trump Inauguration! https://t.co/fhK2X3fsfJ,46,6
RepMarcyKaptur,Office of Congresswoman Marcy Kaptur. Longest serving woman in Congress and proudly representing Ohio's 9th District.,12394,congressperson,democrat,2017-01-20T17:56:34Z,From the inauguration stage with Rep. @RosLehtinen and @jackieevancho who sang the National Anthem. https://t.co/mySF46AuJV,51,4
davidcicilline,Serving Rhode Island's First District in Congress. Co-Chair of DPCC. #Resist,25402,congressperson,democrat,2017-01-20T20:24:07Z,RT @davidcicilline: An Open Letter to President Barack Obama. #ThanksObama https://t.co/7yrecBY4ft,0,25
RepValDemings,U.S. Representative Florida's 10th Congressional District. Public Servant. Former Orlando Police Chief. Christian. Wife. Mother. Grandmother. Harley Enthusiast.,2719,congressperson,democrat,2017-01-20T15:23:22Z,We need to ensure that his agenda is one that is inclusive to all people. The American people deserve to hear that today.,5,0
SenSherrodBrown,Office of United States Senator Sherrod Brown. Proud to serve Ohio. Tweets from Sherrod signed -SB.,107390,senator,democrat,2017-01-20T23:02:53Z,Making it more expensive for Americans to buy their first homes is not the way to make Washington work for people https://t.co/7AjXg9SoSE,3303,2455
RepGallagher,"Green Bay Native, Marine Veteran, and Eisenhower Nerd proudly representing #WI08 in Congress. #GoPackGo.",1699,congressperson,republican,2017-01-20T18:01:35Z,Congratulations President Trump &amp; Vice President Pence. Now it's time to tackle the urgent problems facing our nation #inaugurationday,12,3
GovernorBentley,Governor of Alabama. Won't accept a paycheck until AL reaches Full Employment. Physician. Dad. Papa. Great people make Alabama a #GreatState Tweets by Gov- GRB,42244,govenor,republican,2017-01-20T23:50:52Z,So proud of Talladega College Marching Tornadoes! Thank you for representing our #GreatState so well today. Great j... https://t.co/6aygD77mld,81,21
KenCalvert,Official Twitter Account for U.S. Representative Ken Calvert (CA-42),10097,congressperson,republican,2017-01-20T23:57:18Z,Press Enterprise: Eastern Municipal Water District honors Rep. Ken Calvert  https://t.co/g4igZvIGZB,5,1
FLGovScott,Florida's 45th Governor - My goal is to make Florida first in job creation.,87698,govenor,republican,2017-01-20T15:19:42Z,"Today, we proudly welcome a new president @realDonaldTrump who will make job creation a top priority across our nation. (1/2)",118,23
RepBarbaraLee,"Progressive Democrat proudly representing the #EastBay CA-13 in Congress. Working to promote economic & racial justice, peace & human rights in the US & abroad.",103681,congressperson,democrat,2017-01-20T15:53:06Z,"12 years ago, I had the honor of befriending the junior Senator from Illinois. It's been an honor and a joy. Thank... https://t.co/QaGHvlXCik",1338,232
JeffFortenberry,U.S. Representative for the First Congressional District of Nebraska,14148,congressperson,republican,2017-01-20T20:24:00Z,"@RealDonaldTrump speech was a striking direct call for a new healthy nationalism: to the people, about the  people,... https://t.co/DeUjnCEbos",6,3
SenatorCarper,U.S. Senator for Delaware | Ranking Member of @EPWDems,47268,senator,democrat,2017-01-20T14:30:44Z,"Thank you, President Obama. https://t.co/DyBAH66cVG",53,10
SenBobCorker,Official news and updates from United States Senator Bob Corker (R-Tennessee) and his staff.,87170,senator,republican,2017-01-20T23:15:34Z,Gen. Mattis is the right person at the right time to lead the @DeptofDefense. My full statement on his confirmation: https://t.co/m6uDBoxdRh,145,48
SenatorCardin,"U.S. Senator Ben Cardin of MD. Ranking Member, Foreign Relations Committee. https://t.co/H6tSwFVj7t https://t.co/Qon77TTwV7…",112567,senator,democrat,2017-01-20T21:43:06Z,This is not an esoteric argument about rules. Divestiture from business dealings protects @POTUS and the country fr... https://t.co/FRThv8fuBx,139,80
RepNewhouse,Proud to represent Washington's 4th District in the U.S. Congress,5423,congressperson,republican,2017-01-20T16:20:29Z,RT @EasterdayDebby: Let's do this!! #WA04inDC https://t.co/qek6wpRKrm,0,1
RepJeffries,Member of Congress. Policy & Communications Co-Chair. Represent Brooklyn & Queens in the 8th district,23815,congressperson,democrat,2017-01-20T14:07:18Z,"Yea, though I walk through the valley of the shadow of death, I will fear no evil: for thou art with me. Psalm 23:4",62,20
RepJenniffer,official account by the Congresswoman of Puerto Rico representing 3.4 million U.S. citizens in Congress @HouseSmallBiz @HouseVetAffairs @NatResources @HouseGOP,1552,congressperson,republican,2017-01-20T01:55:44Z,Hoy en reunion con alcaldes de la Federacion para identificar fondos para obra y mejoras en servicios. https://t.co/Ydi3VMyefk,88,41
SenWhitehouse,"U.S. Senator from #RhodeIsland, the Ocean State. Follows, RTs ≠ endorsement, but I look forward to listening to you.",51327,senator,democrat,2017-01-20T02:15:01Z,I'm signing onto @SenatorBaldwin's bill to withdraw from the #TPP. Working Rhode Islanders deserve a fair deal instead!,29,7
RepPaulTonko,"U.S. Representative for New York’s 20th Congressional District including Albany, Schenectady, Troy, Saratoga Springs, Amsterdam and surrounding areas.",17725,congressperson,democrat,2017-01-20T15:12:01Z,"Thank you U.S. @CapitolPolice for keeping us safe today, tomorrow and always.",4,0
RepHuizenga,I serve the people of the 2nd District of Michigan. Member of Financial Services Committee. Father of 5. Visit http://t.co/Rj7T6mD76d for even more!,14374,congressperson,republican,2017-01-20T23:01:03Z,"RT @ABCPolitics: JUST IN: Gen. James Mattis confirmed as Defense Secretary, 98-1, the first of Trump's cabinet to be confirmed https://t.co...",0,74
keithellison,"Member of Congress from Minnesota's Fifth District. Co-Chair, @USProgressives. Host of We The Podcast. Subscribe here: https://t.co/NSnxwreA3H",298704,congressperson,democrat,2017-01-20T00:08:01Z,Inside Donald Trump's Data Analytics Team on Election Night https://t.co/ZiVgq8dKZd,66,46
reppittenger,"Official Twitter of U.S. Congressman Robert Pittenger, proudly serving North Carolina's 9th District.",9368,congressperson,republican,2017-01-20T17:51:11Z,"Today we celebrated another peaceful transfer of power.  Regrettably, this is not the norm in much of the world (continued)",2,1
RepTimWalz,"Teacher, Football Coach, Command Sgt. Major Proudly Representing Minnesota's 1st Congressional District; Ranking Member of House @VetAffairsDems",6921,congressperson,democrat,2017-01-20T23:21:03Z,Looking forward to gathering with southern Minnesotans tomorrow morning at the #WomensMarch rally!,30,2
RepMcGovern,Proudly representing the people of the 2nd District of Massachusetts.,30644,congressperson,democrat,2017-01-20T16:03:45Z,"RT @HouseDemocrats: You taught us to hope, to organize, &amp; never give up on what's right for the American people: https://t.co/A68qbbtoLP #T...",0,326
RepDaveBrat,"Proudly serving Virginia's Seventh Congressional District #VA07. I sit on the House Committees on @HouseBudgetGOP, @EdWorkforce, and the @HouseSmallBiz",7613,congressperson,republican,2017-01-20T17:25:00Z,"Congratulations to our 45th President, @realDonaldTrump! #Inauguration #POTUS45",41,6
RepRichHudson,Official Twitter account for Congressman Richard Hudson -- proudly representing the 8th Congressional District of North Carolina.,11141,congressperson,republican,2017-01-20T18:08:49Z,Ran into my friends @SenatorTimScott @SenTomCotton after the #InagurationDay2017 #MAGA https://t.co/HVAPy0bgPL,33,3
SpeakerRyan,"Office of the 54th Speaker of the House, Paul Ryan.",2005696,congressperson,republican,2017-01-20T16:40:21Z,RT @JCCIC: Welcome to #inauguration2017 https://t.co/ZwHtJgDh1p,0,412
RepBonnie,"Honored to serve the people of New Jersey's 12th CD. Wife, Mother, Grandmother. #NJ12. Co-Chair of @CBWGCaucus. Tweets from Bonnie signed -BWC.",7363,congressperson,democrat,2017-01-20T14:59:49Z,Join me &amp; faith leaders of #NJ12 at the Interfaith Unity &amp; Reflection Vigil today at Shiloh Baptist Church at 12PM. https://t.co/btJtSXyj0d,5,1
lisamurkowski,Official Twitter account for U.S. Senator Lisa Murkowski. Follow me for news and updates on what's happening in the Senate and across Alaska.,59944,senator,republican,2017-01-20T18:17:13Z,Spotted my husband Verne in the crowd at #Inauguration2017 https://t.co/BvOcgxxK1O,38,6
NormaJTorres,U.S. Representative for California's 35th District,6967,congressperson,democrat,2017-01-20T14:05:01Z,Thanks to Officer Murphy and all the @CapitolPolice officers working round the clock to keep us safe this weekend! https://t.co/RDchHeSt4N,14,2
